"u_tarefa","u_matricula","u_nome","u_grupo_acionado","u_acao","u_status","u_data_e_hora_inicio","u_data_e_hora_fim","sys_created_on","sys_created_by","u_em_analise_por_historico","sys_tags","sys_updated_on","sys_updated_by","sys_mod_count"
"TSK240800098353","3728395","T3728395","CAMPO FMO TRJ 2","Anotações de Trabalho","Não Iniciado","26/08/2024 14:19:56","26/08/2024 14:19:56","26/08/2024 14:19:56","T3728395","","","26/08/2024 14:19:56","T3728395","0"
"TSK240800127771","3710893","T3710893","CAMPO FMO TRIAGEM TRJ 1","Alteração de Status","Não Iniciado","26/08/2024 14:19:57","","26/08/2024 14:19:57","T3710893","","","26/08/2024 14:19:57","T3710893","0"
"TSK240800109813","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Iniciado","26/08/2024 14:19:57","26/08/2024 14:19:57","26/08/2024 14:19:57","wfm_agent","","","26/08/2024 14:19:57","wfm_agent","0"
"TSK240800123415","System","wfm_agent","CAMPO FMMT TMG","Anotações de Trabalho","Não Iniciado","26/08/2024 14:19:58","26/08/2024 14:19:58","26/08/2024 14:19:58","wfm_agent","","","26/08/2024 14:19:58","wfm_agent","0"
"TSK240800125679","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 11:21:44","26/08/2024 14:20:01","26/08/2024 11:21:44","system","","","26/08/2024 14:20:01","system","1"
"TSK240800113888","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 14:20:05","26/08/2024 14:20:05","26/08/2024 14:20:05","wfm_agent","","","26/08/2024 14:20:05","wfm_agent","0"
"TSK240800117259","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Pendente","26/08/2024 14:20:10","26/08/2024 14:20:10","26/08/2024 14:20:10","wfm_agent","","","26/08/2024 14:20:10","wfm_agent","0"
"TSK240700154949","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:20:13","","26/08/2024 14:20:13","wfm_agent","","","26/08/2024 14:20:13","wfm_agent","0"
"TSK240800127772","8002581","F8002581","CAMPO FMMT TNE","Alteração de Status","Não Iniciado","26/08/2024 14:20:14","26/08/2024 14:20:14","26/08/2024 14:20:14","F8002581","","","26/08/2024 14:20:14","F8002581","1"
"TSK240800112956","System","wfm_agent","CAMPO FMMT TNE","Alteração de Status","Iniciado","26/08/2024 11:14:10","26/08/2024 14:20:23","26/08/2024 11:14:10","wfm_agent","","","26/08/2024 14:20:23","system","1"
"TSK240800125846","System","wfm_agent","CAMPO FMMT TSL","Alteração de Status","Pendente","26/08/2024 11:20:37","26/08/2024 14:20:36","26/08/2024 11:20:37","wfm_agent","","","26/08/2024 14:20:36","system","1"
"TSK240800127772","8002581","F8002581","CAMPO FMMT TNE","Alteração de Status","Pendente","26/08/2024 14:20:14","26/08/2024 14:20:48","26/08/2024 14:20:14","F8002581","","","26/08/2024 14:20:48","system","1"
"TSK240800127772","","","CAMPO FMMT TNE","Alteração de Status","Não Iniciado","26/08/2024 14:20:48","","26/08/2024 14:20:48","system","","","26/08/2024 14:20:48","system","0"
"TSK240800119946","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:20:54","","26/08/2024 14:20:54","wfm_agent","","","26/08/2024 14:20:54","wfm_agent","0"
"TSK240800119946","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 08:00:01","26/08/2024 14:20:54","26/08/2024 08:00:01","system","","","26/08/2024 14:20:54","wfm_agent","1"
"TSK240800127307","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:20:55","","26/08/2024 14:20:55","wfm_agent","","","26/08/2024 14:20:55","wfm_agent","0"
"TSK240800127307","8042811","F8042811","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 12:52:35","26/08/2024 14:20:55","26/08/2024 12:52:35","F8042811","","","26/08/2024 14:20:55","wfm_agent","1"
"TSK240800067775","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:14:59","26/08/2024 14:20:56","26/08/2024 14:14:59","wfm_agent","","","26/08/2024 14:20:56","wfm_agent","1"
"TSK240800067775","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Pendente","26/08/2024 14:20:56","","26/08/2024 14:20:56","wfm_agent","","","26/08/2024 14:20:56","wfm_agent","0"
"TSK240800122415","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 14:20:57","26/08/2024 14:20:57","26/08/2024 14:20:57","wfm_agent","","","26/08/2024 14:20:57","wfm_agent","0"
"TSK240800067775","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 14:20:58","26/08/2024 14:20:58","26/08/2024 14:20:58","wfm_agent","","","26/08/2024 14:20:58","wfm_agent","0"
"TSK240800088670","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Não Concluído","26/08/2024 14:21:01","26/08/2024 14:21:01","26/08/2024 14:21:01","wfm_agent","","","26/08/2024 14:21:01","wfm_agent","0"
"TSK240800067775","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Pendente","26/08/2024 14:21:18","26/08/2024 14:21:18","26/08/2024 14:21:18","wfm_agent","","","26/08/2024 14:21:18","wfm_agent","0"
"TSK240800119919","8089234","F8089234","CAMPO FMMT TNO","Anotações de Trabalho","Iniciado","26/08/2024 14:21:19","26/08/2024 14:21:19","26/08/2024 14:21:19","F8089234","","","26/08/2024 14:21:19","F8089234","0"
"TSK240800127773","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 14:21:19","","26/08/2024 14:21:19","system","","","26/08/2024 14:21:19","system","0"
"TSK240800125617","","","CAMPO FMMT TSP","Alteração de Status","Validar","26/08/2024 14:01:22","26/08/2024 14:21:26","26/08/2024 14:01:22","system","","","26/08/2024 14:21:26","system","1"
"TSK240800125617","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 14:21:26","","26/08/2024 14:21:26","system","","","26/08/2024 14:21:26","system","0"
"TSK240800121445","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:19:09","26/08/2024 14:21:27","26/08/2024 14:19:09","wfm_agent","","","26/08/2024 14:21:27","system","1"
"TSK240800127587","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 14:21:27","26/08/2024 14:21:27","26/08/2024 14:21:27","wfm_agent","","","26/08/2024 14:21:27","wfm_agent","0"
"TSK240800121445","","","CAMPO FMMT TSP","Alteração de Status","Validar","26/08/2024 14:21:27","","26/08/2024 14:21:27","system","","","26/08/2024 14:21:27","system","0"
"TSK240800121445","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Validar","26/08/2024 14:21:28","26/08/2024 14:21:28","26/08/2024 14:21:28","wfm_agent","","","26/08/2024 14:21:28","wfm_agent","0"
"TSK240800125617","","","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 14:21:28","26/08/2024 14:21:28","26/08/2024 14:21:28","system","","","26/08/2024 14:21:28","system","0"
"TSK240800125193","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Não Concluído","26/08/2024 14:21:29","26/08/2024 14:21:29","26/08/2024 14:21:29","wfm_agent","","","26/08/2024 14:21:29","wfm_agent","0"
"TSK240800113277","3355020","T3355020","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Não Iniciado","26/08/2024 14:21:36","26/08/2024 14:21:36","26/08/2024 14:21:36","T3355020","","","26/08/2024 14:21:36","T3355020","0"
"TSK240800127774","","","CAMPO FMMT TNO","Alteração de Status","Não Iniciado","26/08/2024 14:21:41","","26/08/2024 14:21:41","system","","","26/08/2024 14:21:41","system","0"
"TSK240800095063","System","wfm_agent","CAMPO FMMT TNE 2","Anotações de Trabalho","Pendente","26/08/2024 14:21:46","26/08/2024 14:21:46","26/08/2024 14:21:46","wfm_agent","","","26/08/2024 14:21:46","wfm_agent","0"
"TSK240800125627","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 14:21:47","","26/08/2024 14:21:47","system","","","26/08/2024 14:21:47","system","0"
"TSK240800052331","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:11:25","26/08/2024 14:21:47","26/08/2024 14:11:25","wfm_agent","","","26/08/2024 14:21:47","system","1"
"TSK240800125627","","","CAMPO FMMT TNE 2","Alteração de Status","Validar","26/08/2024 13:33:44","26/08/2024 14:21:47","26/08/2024 13:33:44","system","","","26/08/2024 14:21:47","system","1"
"TSK240700129355","8071276","F8071276","CAMPO FMMT TMG","Alteração de Status","Cancelado","26/08/2024 14:21:48","","26/08/2024 14:21:48","F8071276","","","26/08/2024 14:21:48","F8071276","0"
"TSK240800095063","System","wfm_agent","CAMPO FMMT TNE 2","Anotações de Trabalho","Pendente","26/08/2024 14:21:49","26/08/2024 14:21:49","26/08/2024 14:21:49","wfm_agent","","","26/08/2024 14:21:49","wfm_agent","0"
"TSK240800126775","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 14:21:56","26/08/2024 14:21:56","26/08/2024 14:21:56","wfm_agent","","","26/08/2024 14:21:56","wfm_agent","0"
"TSK240800060789","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Iniciado","26/08/2024 14:21:56","26/08/2024 14:21:56","26/08/2024 14:21:56","wfm_agent","","","26/08/2024 14:21:56","wfm_agent","0"
"TSK240800117752","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 14:21:57","26/08/2024 14:21:57","26/08/2024 14:21:57","wfm_agent","","","26/08/2024 14:21:57","wfm_agent","0"
"TSK240800121445","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Validar","26/08/2024 14:21:57","26/08/2024 14:21:57","26/08/2024 14:21:57","wfm_agent","","","26/08/2024 14:21:57","wfm_agent","0"
"TSK240700090787","System","wfm_agent","CAMPO FMO TRJ 2","Anotações de Trabalho","Não Iniciado","26/08/2024 14:21:58","26/08/2024 14:21:58","26/08/2024 14:21:58","wfm_agent","","","26/08/2024 14:21:58","wfm_agent","0"
"TSK240800118402","8075487","F8075487","CAMPO FMMT TRJ","Anotações de Trabalho","Iniciado","26/08/2024 14:21:59","26/08/2024 14:21:59","26/08/2024 14:21:59","F8075487","","","26/08/2024 14:21:59","F8075487","0"
"TSK240800125091","","","CAMPO FMMT TSP","Alteração de Status","Validar","26/08/2024 10:41:16","26/08/2024 14:22:05","26/08/2024 10:41:16","system","","","26/08/2024 14:22:05","T3729354","1"
"TSK240800125091","3729354","T3729354","CAMPO FMMT TSP","Alteração de Status","Cancelado","26/08/2024 14:22:05","","26/08/2024 14:22:05","T3729354","","","26/08/2024 14:22:05","T3729354","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 14:22:07","26/08/2024 14:22:07","26/08/2024 14:22:07","isoc_acesso","","","26/08/2024 14:22:07","isoc_acesso","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 14:22:11","26/08/2024 14:22:11","26/08/2024 14:22:11","isoc_acesso","","","26/08/2024 14:22:11","isoc_acesso","0"
"TSK240800105389","3423547","T3423547","CAMPO FMMT TNE 2","Alteração de Status","Não Iniciado","26/08/2024 12:46:18","26/08/2024 14:22:18","26/08/2024 12:46:18","T3423547","","","26/08/2024 14:22:18","wfm_agent","1"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 14:22:18","26/08/2024 14:22:18","26/08/2024 14:22:18","isoc_acesso","","","26/08/2024 14:22:18","isoc_acesso","0"
"TSK240800105389","System","wfm_agent","CAMPO FMMT TNE 2","Alteração de Status","Iniciado","26/08/2024 14:22:18","","26/08/2024 14:22:18","wfm_agent","","","26/08/2024 14:22:18","wfm_agent","0"
"TSK240800127124","System","wfm_agent","CAMPO FMMT TMG","Alteração de Status","Iniciado","26/08/2024 14:22:19","","26/08/2024 14:22:19","wfm_agent","","","26/08/2024 14:22:19","wfm_agent","0"
"TSK240800127347","System","wfm_agent","CAMPO FMMT TSL","Alteração de Status","Iniciado","26/08/2024 14:22:19","","26/08/2024 14:22:19","wfm_agent","","","26/08/2024 14:22:19","wfm_agent","0"
"TSK240800127347","","","CAMPO FMMT TSL","Alteração de Status","Não Iniciado","26/08/2024 12:58:42","26/08/2024 14:22:19","26/08/2024 12:58:42","system","","","26/08/2024 14:22:19","wfm_agent","1"
"TSK240800127124","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 12:07:45","26/08/2024 14:22:19","26/08/2024 12:07:45","system","","","26/08/2024 14:22:19","wfm_agent","1"
"TSK240800125846","","","CAMPO FMMT TSL","Alteração de Status","Não Iniciado","26/08/2024 14:20:36","26/08/2024 14:22:19","26/08/2024 14:20:36","system","","","26/08/2024 14:22:19","wfm_agent","1"
"TSK240800125801","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Iniciado","26/08/2024 14:22:26","26/08/2024 14:22:26","26/08/2024 14:22:26","wfm_agent","","","26/08/2024 14:22:26","wfm_agent","0"
"TSK240800125051","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Validar","26/08/2024 14:22:26","26/08/2024 14:22:26","26/08/2024 14:22:26","wfm_agent","","","26/08/2024 14:22:26","wfm_agent","0"
"TSK240800121014","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 14:22:27","26/08/2024 14:22:27","26/08/2024 14:22:27","wfm_agent","","","26/08/2024 14:22:27","wfm_agent","0"
"TSK240800127171","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Validar","26/08/2024 14:22:28","26/08/2024 14:22:28","26/08/2024 14:22:28","wfm_agent","","","26/08/2024 14:22:28","wfm_agent","0"
"TSK240800125575","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 14:22:29","26/08/2024 14:22:29","26/08/2024 14:22:29","wfm_agent","","","26/08/2024 14:22:29","wfm_agent","0"
"TSK240800124691","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Iniciado","26/08/2024 14:22:29","26/08/2024 14:22:29","26/08/2024 14:22:29","wfm_agent","","","26/08/2024 14:22:29","wfm_agent","0"
"TSK240800126533","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 14:22:30","26/08/2024 14:22:30","26/08/2024 14:22:30","wfm_agent","","","26/08/2024 14:22:30","wfm_agent","0"
"TSK240800123943","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Iniciado","26/08/2024 14:22:31","26/08/2024 14:22:31","26/08/2024 14:22:31","wfm_agent","","","26/08/2024 14:22:31","wfm_agent","0"
"TSK240800125703","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Pendente","26/08/2024 14:22:31","26/08/2024 14:22:31","26/08/2024 14:22:31","wfm_agent","","","26/08/2024 14:22:31","wfm_agent","0"
"TSK240800122320","System","wfm_agent","CAMPO FMMT TMG","Anotações de Trabalho","Não Iniciado","26/08/2024 14:22:32","26/08/2024 14:22:32","26/08/2024 14:22:32","wfm_agent","","","26/08/2024 14:22:32","wfm_agent","0"
"TSK240800125703","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Pendente","26/08/2024 14:22:34","26/08/2024 14:22:34","26/08/2024 14:22:34","wfm_agent","","","26/08/2024 14:22:34","wfm_agent","0"
"TSK240800126072","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 08:00:09","26/08/2024 14:22:39","26/08/2024 08:00:09","system","","","26/08/2024 14:22:39","wfm_agent","1"
"TSK240800127784","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 14:22:51","","26/08/2024 14:22:51","system","","","26/08/2024 14:22:51","system","0"
"TSK240800117931","","","CAMPO FMMT TSL","Alteração de Status","Concluido","26/08/2024 14:22:55","","26/08/2024 14:22:55","system","","","26/08/2024 14:22:55","system","0"
"TSK240800117931","","","CAMPO FMMT TSL","Alteração de Status","Validar","26/08/2024 11:02:46","26/08/2024 14:22:55","26/08/2024 11:02:46","system","","","26/08/2024 14:22:55","system","1"
"TSK240800126818","System","wfm_agent","CAMPO FMMT TMG","Alteração de Status","Iniciado","26/08/2024 12:22:12","26/08/2024 14:22:56","26/08/2024 12:22:12","wfm_agent","","","26/08/2024 14:22:56","system","1"
"TSK240800126818","","","CAMPO FMMT TMG","Alteração de Status","Validar","26/08/2024 14:22:56","","26/08/2024 14:22:56","system","","","26/08/2024 14:22:56","system","0"
"TSK240800119919","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Iniciado","26/08/2024 14:22:57","26/08/2024 14:22:57","26/08/2024 14:22:57","wfm_agent","","","26/08/2024 14:22:57","wfm_agent","0"
"TSK240800127725","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 14:22:58","26/08/2024 14:22:58","26/08/2024 14:22:58","wfm_agent","","","26/08/2024 14:22:58","wfm_agent","0"
"TSK240800125846","System","wfm_agent","CAMPO FMMT TSL","Alteração de Status","Pendente","26/08/2024 14:23:02","","26/08/2024 14:23:02","wfm_agent","","","26/08/2024 14:23:02","wfm_agent","0"
"TSK240800125846","System","wfm_agent","CAMPO FMMT TSL","Alteração de Status","Iniciado","26/08/2024 14:22:19","26/08/2024 14:23:02","26/08/2024 14:22:19","wfm_agent","","","26/08/2024 14:23:02","wfm_agent","1"
"TSK240800125846","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Iniciado","26/08/2024 14:23:03","26/08/2024 14:23:03","26/08/2024 14:23:03","wfm_agent","","","26/08/2024 14:23:03","wfm_agent","0"
"TSK240800075460","System","wfm_agent","CAMPO FMMT TNE","Alteração de Status","Iniciado","26/08/2024 14:23:05","","26/08/2024 14:23:05","wfm_agent","","","26/08/2024 14:23:05","wfm_agent","0"
"TSK240800101462","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:23:05","","26/08/2024 14:23:05","wfm_agent","","","26/08/2024 14:23:05","wfm_agent","0"
"TSK240800125846","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Pendente","26/08/2024 14:23:09","26/08/2024 14:23:09","26/08/2024 14:23:09","wfm_agent","","","26/08/2024 14:23:09","wfm_agent","0"
"TSK240800067284","3351313","T3351313","CAMPO FMO TRJ 2","Anotações de Trabalho","Não Iniciado","26/08/2024 14:23:27","26/08/2024 14:23:27","26/08/2024 14:23:27","T3351313","","","26/08/2024 14:23:27","T3351313","0"
"TSK240800127786","8060469","F8060469","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 14:23:31","26/08/2024 14:23:32","26/08/2024 14:23:31","F8060469","","","26/08/2024 14:23:32","F8060469","1"
"TSK240800119294","3268241","T3268241","CAMPO FMO TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 14:23:32","26/08/2024 14:23:32","26/08/2024 14:23:32","T3268241","","","26/08/2024 14:23:32","T3268241","0"
"TSK240800127786","8060469","F8060469","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 14:23:33","26/08/2024 14:23:33","26/08/2024 14:23:33","F8060469","","","26/08/2024 14:23:33","F8060469","0"
"TSK240800127786","8060469","F8060469","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 14:23:33","26/08/2024 14:23:33","26/08/2024 14:23:33","F8060469","","","26/08/2024 14:23:33","F8060469","0"
"TSK240800119946","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 14:23:34","26/08/2024 14:23:34","26/08/2024 14:23:34","wfm_agent","","","26/08/2024 14:23:34","wfm_agent","0"
"TSK240800036721","System","wfm_agent","CAMPO FMO TSP 1","Anotações de Trabalho","Não Iniciado","26/08/2024 14:23:38","26/08/2024 14:23:38","26/08/2024 14:23:38","wfm_agent","","","26/08/2024 14:23:38","wfm_agent","0"
"TSK240800127305","","","CAMPO FMMT TNE 2","Alteração de Status","Não Iniciado","26/08/2024 12:52:04","26/08/2024 14:23:43","26/08/2024 12:52:04","system","","","26/08/2024 14:23:43","wfm_agent","1"
"TSK240800127305","System","wfm_agent","CAMPO FMMT TNE 2","Alteração de Status","Iniciado","26/08/2024 14:23:43","","26/08/2024 14:23:43","wfm_agent","","","26/08/2024 14:23:43","wfm_agent","0"
"TSK240800126313","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 09:07:49","26/08/2024 14:23:44","26/08/2024 09:07:49","system","","","26/08/2024 14:23:44","wfm_agent","1"
"TSK240800126070","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 08:00:08","26/08/2024 14:23:45","26/08/2024 08:00:08","system","","","26/08/2024 14:23:45","wfm_agent","1"
"TSK240800127787","","","CAMPO FMMT TCO","Alteração de Status","Não Iniciado","26/08/2024 14:23:47","","26/08/2024 14:23:47","system","","","26/08/2024 14:23:47","system","0"
"TSK240800127504","","","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Não Iniciado","26/08/2024 13:31:19","26/08/2024 14:23:49","26/08/2024 13:31:19","system","","","26/08/2024 14:23:49","T3727935","1"
"TSK240800126072","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 14:22:39","26/08/2024 14:23:55","26/08/2024 14:22:39","wfm_agent","","","26/08/2024 14:23:55","system","1"
"TSK240800126072","","","CAMPO FMMT TSP","Alteração de Status","Validar","26/08/2024 14:23:55","","26/08/2024 14:23:55","system","","","26/08/2024 14:23:55","system","0"
"TSK240800126539","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 14:23:56","26/08/2024 14:23:56","26/08/2024 14:23:56","wfm_agent","","","26/08/2024 14:23:56","wfm_agent","0"
"TSK240800123956","System","wfm_agent","CAMPO FMMT TMG","Anotações de Trabalho","Iniciado","26/08/2024 14:23:57","26/08/2024 14:23:57","26/08/2024 14:23:57","wfm_agent","","","26/08/2024 14:23:57","wfm_agent","0"
"TSK240800125791","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Pendente","26/08/2024 10:23:58","26/08/2024 14:23:57","26/08/2024 10:23:58","wfm_agent","","","26/08/2024 14:23:57","system","1"
"TSK240800125791","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 14:23:57","","26/08/2024 14:23:57","system","","","26/08/2024 14:23:57","system","0"
"TSK240800120352","","","CAMPO FMMT TNE 2","Alteração de Status","Validar","26/08/2024 11:03:51","26/08/2024 14:23:58","26/08/2024 11:03:51","system","","","26/08/2024 14:23:58","system","1"
"TSK240800120352","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 14:23:58","","26/08/2024 14:23:58","system","","","26/08/2024 14:23:58","system","0"
"TSK240800127786","8060469","F8060469","CAMPO FMMT TRJ","Alteração de Status","Pendente","26/08/2024 14:23:32","26/08/2024 14:24:04","26/08/2024 14:23:32","F8060469","","","26/08/2024 14:24:04","system","1"
"TSK240800127786","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 14:24:04","","26/08/2024 14:24:04","system","","","26/08/2024 14:24:04","system","0"
"TSK240800122427","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 08:00:23","26/08/2024 14:24:05","26/08/2024 08:00:23","system","","","26/08/2024 14:24:05","wfm_agent","1"
"TSK240800124880","","","CAMPO FMMT TNE 2","Alteração de Status","Não Iniciado","26/08/2024 09:58:36","26/08/2024 14:24:06","26/08/2024 09:58:36","system","","","26/08/2024 14:24:06","wfm_agent","1"
"TSK240800126434","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 14:24:06","26/08/2024 14:24:06","26/08/2024 14:24:06","wfm_agent","","","26/08/2024 14:24:06","wfm_agent","0"
"TSK240800126434","System","wfm_agent","CAMPO FMMT TCO","Alteração de Status","Iniciado","26/08/2024 11:46:35","26/08/2024 14:24:06","26/08/2024 11:46:35","wfm_agent","","","26/08/2024 14:24:06","wfm_agent","1"
"TSK240800124880","System","wfm_agent","CAMPO FMMT TNE 2","Alteração de Status","Iniciado","26/08/2024 14:24:06","","26/08/2024 14:24:06","wfm_agent","","","26/08/2024 14:24:06","wfm_agent","0"
"TSK240800126434","System","wfm_agent","CAMPO FMMT TCO","Alteração de Status","Pendente","26/08/2024 14:24:06","","26/08/2024 14:24:06","wfm_agent","","","26/08/2024 14:24:06","wfm_agent","0"
"TSK240800122320","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 14:00:00","26/08/2024 14:24:06","26/08/2024 14:00:00","system","","","26/08/2024 14:24:06","wfm_agent","1"
"TSK240800126434","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Pendente","26/08/2024 14:24:17","26/08/2024 14:24:17","26/08/2024 14:24:17","wfm_agent","","","26/08/2024 14:24:17","wfm_agent","0"
"TSK240800126091","","","CAMPO FMMT TSP","Alteração de Status","Validar","26/08/2024 11:04:13","26/08/2024 14:24:22","26/08/2024 11:04:13","system","","","26/08/2024 14:24:22","system","1"
"TSK240800126091","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 14:24:22","","26/08/2024 14:24:22","system","","","26/08/2024 14:24:22","system","0"
"TSK240800124494","System","wfm_agent","CAMPO FMMT TNE","Anotações de Trabalho","Iniciado","26/08/2024 14:24:26","26/08/2024 14:24:26","26/08/2024 14:24:26","wfm_agent","","","26/08/2024 14:24:26","wfm_agent","0"
"TSK240800117765","System","wfm_agent","CAMPO FMMT TNE 2","Anotações de Trabalho","Não Iniciado","26/08/2024 14:24:32","26/08/2024 14:24:32","26/08/2024 14:24:32","wfm_agent","","","26/08/2024 14:24:32","wfm_agent","0"
"TSK240800122320","System","wfm_agent","CAMPO FMMT TMG","Anotações de Trabalho","Iniciado","26/08/2024 14:24:33","26/08/2024 14:24:33","26/08/2024 14:24:33","wfm_agent","","","26/08/2024 14:24:33","wfm_agent","0"
"TSK240800117039","System","wfm_agent","CAMPO FMMT TSL","Anotações de Trabalho","Iniciado","26/08/2024 14:24:33","26/08/2024 14:24:33","26/08/2024 14:24:33","wfm_agent","","","26/08/2024 14:24:33","wfm_agent","0"
"TSK240800125575","System","wfm_agent","CAMPO FMMT TCO","Alteração de Status","Não Concluído","26/08/2024 14:24:36","","26/08/2024 14:24:36","wfm_agent","","","26/08/2024 14:24:36","wfm_agent","0"
"TSK240800125575","System","wfm_agent","CAMPO FMMT TCO","Alteração de Status","Iniciado","26/08/2024 08:32:28","26/08/2024 14:24:36","26/08/2024 08:32:28","wfm_agent","","","26/08/2024 14:24:36","wfm_agent","1"
"TSK240800125575","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Concluído","26/08/2024 14:24:36","26/08/2024 14:24:36","26/08/2024 14:24:36","wfm_agent","","","26/08/2024 14:24:36","wfm_agent","0"
"TSK240800127020","","","CAMPO FMMT TRJ","Alteração de Status","Validar","26/08/2024 14:24:38","","26/08/2024 14:24:38","system","","","26/08/2024 14:24:38","system","0"
"TSK240800127020","System","wfm_agent","CAMPO FMMT TRJ","Alteração de Status","Iniciado","26/08/2024 13:17:47","26/08/2024 14:24:38","26/08/2024 13:17:47","wfm_agent","","","26/08/2024 14:24:38","system","1"
